point_id,latitude,longitude,elevation_m,elevation_smoothed_m,distance_from_start_m,segment_length_m,elevation_delta_m,slope_pct,slope_deg,slope_smoothed_pct,bearing_deg
11438,47.15374189,134.36038154,56.829,56.737,571900,50,0.675,1.34994,0.77341,0.55328,354.458
11439,47.15418832,134.36030492,57.319,56.929,571950,50,0.49,0.98006,0.56151,0.38364,353.343
11440,47.15463217,134.36019891,57.383,56.998,572000,50,0.064,0.12772,0.07318,0.13827,350.774
11441,47.15506841,134.36004167,56.959,56.932,572050,50,-0.424,-0.84818,-0.48596,-0.13172,346.228
11442,47.15549989,134.35985648,56.5,56.784,572100,50,-0.459,-0.9182,-0.52607,-0.29599,343.729
11443,47.15592465,134.35963947,56.5,56.646,572150,50,0.0,0.0,0.0,-0.27754,340.842
11444,47.15633167,134.35936144,56.579,56.614,572200,50,0.079,0.1587,0.09093,-0.0639,335.085
11445,47.15673183,134.35905983,56.689,56.695,572250,50,0.11,0.21999,0.12605,0.16373,332.864
11446,47.157132,134.35875822,56.799,56.847,572300,50,0.11,0.21999,0.12605,0.30313,332.864
11447,47.15753216,134.35845661,56.909,57.276,572350,50,0.11,0.21999,0.12605,0.85824,332.864
11448,47.15793151,134.35815272,57.258,57.977,572400,50,0.348,0.697,0.39934,1.4011,332.642
11449,47.15832705,134.35783819,58.725,58.949,572450,50,1.467,2.93425,1.68072,1.94395,331.599
11450,47.15872259,134.35752366,60.192,60.192,572500,50,1.467,2.93425,1.68072,2.4868,331.599
11451,47.15911813,134.35720912,61.659,61.659,572550,50,1.467,2.93425,1.68072,2.93425,331.599
11452,47.15951367,134.35689457,63.126,63.126,572600,50,1.467,2.93425,1.68072,2.93425,331.599
11453,47.15990921,134.35658002,64.593,64.593,572650,50,1.467,2.93425,1.68072,2.93425,331.599
11454,47.16030474,134.35626547,66.061,66.061,572700,50,1.467,2.93425,1.68072,2.93425,331.598
11455,47.16070028,134.35595091,67.528,67.528,572750,50,1.467,2.93425,1.68072,2.93425,331.598
11456,47.16109581,134.35563635,68.995,68.995,572800,50,1.467,2.93425,1.68072,2.93425,331.598
11457,47.16149135,134.35532178,70.462,70.442,572850,50,1.467,2.93425,1.68072,2.8936,331.598
11458,47.16188688,134.35500721,71.929,71.867,572900,50,1.467,2.93425,1.68072,2.85089,331.597
11459,47.16228972,134.35471341,73.295,73.271,572950,50,1.366,2.73102,1.56437,2.80818,333.624
11460,47.16269292,134.35442067,74.655,74.595,573000,50,1.36,2.72069,1.55846,2.64778,333.727
11461,47.16309613,134.35412792,76.015,75.684,573050,50,1.36,2.72069,1.55846,2.17887,333.727
11462,47.16350244,134.35384517,77.081,76.56,573100,50,1.066,2.13227,1.22151,1.7506,334.68
11463,47.1639169,134.35358866,77.376,77.241,573150,50,0.295,0.58968,0.33786,1.36298,337.179
11464,47.16433137,134.35333215,77.671,77.731,573200,50,0.295,0.58968,0.33786,0.97956,337.179
11465,47.1647645,134.35315675,78.062,78.088,573250,50,0.391,0.7826,0.44839,0.71382,344.606
11466,47.16519966,134.35299016,78.464,78.413,573300,50,0.402,0.80357,0.4604,0.6495,345.411
11467,47.16563482,134.35282358,78.866,78.727,573350,50,0.402,0.80357,0.4604,0.62932,345.411
11468,47.16607894,134.35273784,79.0,79.309,573400,50,0.134,0.26808,0.1536,1.16284,352.523
11469,47.16652708,134.352686,79.244,80.155,573450,50,0.244,0.48877,0.28004,1.69218,355.503
11470,47.16697239,134.35259423,80.97,81.266,573500,50,1.725,3.45023,1.97605,2.22151,352.024
11471,47.1674177,134.35250245,82.695,82.695,573550,50,1.725,3.45023,1.97605,2.85794,352.024
11472,47.16786301,134.35241067,84.42,84.199,573600,50,1.725,3.45023,1.97605,3.00884,352.024
11473,47.16830832,134.35231889,86.145,85.426,573650,50,1.725,3.45023,1.97605,2.45302,352.024
11474,47.16875229,134.3522142,86.766,86.374,573700,50,0.622,1.24326,0.7123,1.8972,350.892
11475,47.16919591,134.35210615,87.102,87.045,573750,50,0.336,0.67113,0.38453,1.34138,350.598
11476,47.16963953,134.35199809,87.438,87.438,573800,50,0.336,0.67113,0.38453,0.78556,350.598
11477,47.17008315,134.35189004,87.773,87.773,573850,50,0.336,0.67113,0.38453,0.67113,350.598
11478,47.17052677,134.35178199,88.109,88.346,573900,50,0.336,0.67113,0.38453,1.14467,350.598
11479,47.17097039,134.35167393,88.444,89.202,573950,50,0.336,0.67113,0.38453,1.71241,350.598
11480,47.17141514,134.3515766,89.964,90.342,574000,50,1.519,3.0388,1.74057,2.28015,351.538
11481,47.17186012,134.3514814,91.719,91.766,574050,50,1.755,3.50983,2.01016,2.84788,351.725
11482,47.1723051,134.35138621,93.474,93.248,574100,50,1.755,3.50983,2.01016,2.96503,351.725
11483,47.17275008,134.351291,95.228,94.442,574150,50,1.755,3.50983,2.01016,2.38687,351.725
11484,47.17319717,134.35122301,95.857,95.746,574200,50,0.628,1.25689,0.72011,2.60796,354.098
11485,47.17364409,134.35123245,95.931,96.747,574250,50,0.074,0.14798,0.08478,2.00221,0.822
11486,47.17406067,134.3514603,98.239,97.375,574300,50,2.308,4.6153,2.64249,1.25578,20.395
11487,47.17441251,134.35186839,98.479,97.935,574350,50,0.241,0.48106,0.27563,1.12098,38.254
11488,47.17473885,134.35232333,98.368,98.467,574400,50,-0.111,-0.22233,-0.12739,1.06465,43.46
11489,47.1750558,134.35279256,98.659,98.513,574450,50,0.291,0.58289,0.33397,0.09163,45.182
11490,47.17536634,134.35327094,98.593,98.486,574500,50,-0.067,-0.13367,-0.07659,-0.05454,46.319
11491,47.17567585,134.3537508,98.468,98.456,574550,50,-0.125,-0.2498,-0.14313,-0.06004,46.503
11492,47.17598535,134.35423068,98.343,98.211,574600,50,-0.125,-0.2498,-0.14313,-0.48928,46.504
11493,47.17629485,134.35471055,98.218,97.802,574650,50,-0.125,-0.2498,-0.14313,-0.81891,46.504
11494,47.17661193,134.35517956,97.436,97.239,574700,50,-0.782,-1.56331,-0.89564,-1.12532,45.156
11495,47.17693027,134.35564677,96.545,96.523,574750,50,-0.891,-1.78184,-1.02081,-1.43172,44.932
11496,47.1772486,134.35611399,95.654,95.654,574800,50,-0.891,-1.78184,-1.02081,-1.73813,44.932
11497,47.17756693,134.35658121,94.763,94.767,574850,50,-0.891,-1.78184,-1.02081,-1.77469,44.933
11498,47.17788526,134.35704844,93.872,94.052,574900,50,-0.891,-1.78184,-1.02081,-1.42944,44.933
11499,47.17820349,134.3575158,92.999,93.51,574950,50,-0.873,-1.74612,-1.00035,-1.08419,44.95
11500,47.17851733,134.35798957,92.972,93.141,575000,50,-0.028,-0.05558,-0.03184,-0.73894,45.738
11501,47.17883116,134.35846334,92.944,92.944,575050,50,-0.028,-0.05558,-0.03184,-0.39369,45.738
11502,47.17914499,134.35893712,92.916,92.916,575100,50,-0.028,-0.05558,-0.03184,-0.05558,45.739
11503,47.17945882,134.3594109,92.888,92.888,575150,50,-0.028,-0.05558,-0.03184,-0.05558,45.739
11504,47.17977265,134.35988469,92.86,92.86,575200,50,-0.028,-0.05558,-0.03184,-0.05558,45.739
11505,47.18008647,134.36035849,92.833,92.833,575250,50,-0.028,-0.05558,-0.03184,-0.05558,45.74
11506,47.18040029,134.36083229,92.805,92.805,575300,50,-0.028,-0.05558,-0.03184,-0.05558,45.74
11507,47.18071412,134.36130609,92.777,92.777,575350,50,-0.028,-0.05558,-0.03184,-0.05558,45.741
11508,47.18102793,134.36177991,92.749,92.729,575400,50,-0.028,-0.05558,-0.03184,-0.0965,45.741
11509,47.18134175,134.36225372,92.722,92.601,575450,50,-0.028,-0.05558,-0.03184,-0.25653,45.741
11510,47.18165968,134.3627213,92.591,92.448,575500,50,-0.13,-0.26017,-0.14907,-0.30513,44.988
11511,47.18199931,134.36315331,92.164,92.307,575550,50,-0.428,-0.85577,-0.49031,-0.28182,40.845
11512,47.18237475,134.3635166,92.014,92.054,575600,50,-0.149,-0.29855,-0.17106,-0.50572,33.332
11513,47.18277147,134.36382778,92.045,91.71,575650,50,0.03,0.06095,0.03492,-0.6887,28.063
11514,47.18318066,134.36410206,91.457,91.334,575700,50,-0.588,-1.17506,-0.67323,-0.75255,24.492
11515,47.18358986,134.36437635,90.87,90.87,575750,50,-0.588,-1.17506,-0.67323,-0.92785,24.492
11516,47.18399906,134.36465063,90.282,90.282,575800,50,-0.588,-1.17506,-0.67323,-1.17506,24.493
11517,47.18440826,134.36492492,89.695,89.695,575850,50,-0.588,-1.17506,-0.67323,-1.17506,24.493
11518,47.18481745,134.36519922,89.107,89.107,575900,50,-0.588,-1.17506,-0.67323,-1.17506,24.493
11519,47.18522665,134.36547352,88.52,88.52,575950,50,-0.588,-1.17506,-0.67323,-1.17506,24.493
11520,47.18563584,134.36574782,87.932,87.981,576000,50,-0.588,-1.17506,-0.67323,-1.07786,24.493
11521,47.18604503,134.36602213,87.345,87.863,576050,50,-0.588,-1.17506,-0.67323,-0.23507,24.494
11522,47.18645421,134.36629652,87.0,88.227,576100,50,-0.345,-0.68909,-0.39482,0.72844,24.501
11523,47.18686186,134.36657575,88.519,89.073,576150,50,1.519,3.03893,1.74064,1.69195,24.963
11524,47.18726921,134.36685592,90.341,90.401,576200,50,1.821,3.64249,2.08607,2.65546,25.053
11525,47.18767657,134.3671361,92.162,92.162,576250,50,1.821,3.64249,2.08607,3.52177,25.053
11526,47.18808392,134.36741629,93.983,93.983,576300,50,1.821,3.64249,2.08607,3.64249,25.053
11527,47.18849128,134.36769648,95.804,95.804,576350,50,1.821,3.64249,2.08607,3.64249,25.053
11528,47.18889863,134.36797667,97.626,97.626,576400,50,1.821,3.64249,2.08607,3.64249,25.053
11529,47.18930598,134.36825686,99.447,99.447,576450,50,1.821,3.64249,2.08607,3.64249,25.054
11530,47.18971333,134.36853707,101.268,101.268,576500,50,1.821,3.64249,2.08607,3.64249,25.054
11531,47.19012068,134.36881727,103.089,103.089,576550,50,1.821,3.64249,2.08607,3.64249,25.054
11532,47.19052803,134.36909748,104.911,104.911,576600,50,1.821,3.64249,2.08607,3.64249,25.054
11533,47.19093538,134.3693777,106.732,106.732,576650,50,1.821,3.64249,2.08607,3.64249,25.054
11534,47.19134273,134.36965791,108.553,108.553,576700,50,1.821,3.64249,2.08607,3.64249,25.055
11535,47.19175008,134.36993814,110.374,110.372,576750,50,1.821,3.64249,2.08607,3.63692,25.055
11536,47.19215743,134.37021836,112.196,111.89,576800,50,1.821,3.64249,2.08607,3.03653,25.055
11537,47.19256479,134.37049855,114.003,113.108,576850,50,1.807,3.61468,2.07016,2.43613,25.051
11538,47.19297375,134.37077364,114.323,114.026,576900,50,0.32,0.6405,0.36698,1.83573,24.565
11539,47.19338271,134.37104874,114.643,114.576,576950,50,0.32,0.6405,0.36698,1.10028,24.565
11540,47.19379167,134.37132384,114.964,114.753,577000,50,0.32,0.6405,0.36698,0.35314,24.565
11541,47.19419876,134.37160487,114.946,114.853,577050,50,-0.017,-0.03478,-0.01993,0.20082,25.131
11542,47.19460562,134.37188666,114.886,114.877,577100,50,-0.061,-0.12105,-0.06936,0.04851,25.204
11543,47.19501247,134.37216846,114.825,114.825,577150,50,-0.061,-0.12105,-0.06936,-0.1038,25.204
11544,47.19541932,134.37245026,114.765,114.765,577200,50,-0.061,-0.12105,-0.06936,-0.12105,25.204
11545,47.19582617,134.37273207,114.704,114.704,577250,50,-0.061,-0.12105,-0.06936,-0.12105,25.204
11546,47.19623302,134.37301388,114.644,114.644,577300,50,-0.061,-0.12105,-0.06936,-0.12105,25.204
11547,47.19663987,134.37329569,114.583,114.463,577350,50,-0.061,-0.12105,-0.06936,-0.36123,25.205
11548,47.19704672,134.37357751,114.523,114.091,577400,50,-0.061,-0.12105,-0.06936,-0.74509,25.205
11549,47.1974722,134.37378194,113.862,113.662,577450,50,-0.661,-1.32195,-0.75738,-0.85748,18.08
11550,47.19790884,134.37394007,112.842,113.245,577500,50,-1.02,-2.04035,-1.16887,-0.83327,13.824
11551,47.19835377,134.37401489,112.5,112.685,577550,50,-0.342,-0.68301,-0.39133,-1.11992,6.518
11552,47.19880287,134.37404779,112.5,111.779,577600,50,0.0,0.0,0.0,-1.81191,2.85
11553,47.1992521,134.37407576,111.723,110.599,577650,50,-0.777,-1.55429,-0.89047,-2.36022,2.422
11554,47.1997016,134.37409348,109.332,109.009,577700,50,-2.391,-4.7819,-2.73774,-3.18,1.534
11555,47.2001511,134.3741112,106.941,107.207,577750,50,-2.391,-4.7819,-2.73774,-3.60406,1.534
11556,47.2006006,134.37412892,104.55,105.428,577800,50,-2.391,-4.7819,-2.73774,-3.55822,1.534
11557,47.20104932,134.37416982,103.49,103.995,577850,50,-1.06,-2.12028,-1.21465,-2.86686,3.543
11558,47.2014978,134.37421764,102.827,102.907,577900,50,-0.663,-1.3251,-0.75918,-2.17549,4.144
11559,47.20194629,134.37426546,102.165,102.165,577950,50,-0.663,-1.3251,-0.75918,-1.48413,4.144
11560,47.20239477,134.37431329,101.502,101.502,578000,50,-0.663,-1.3251,-0.75918,-1.3251,4.144
11561,47.20284326,134.37436111,100.84,100.84,578050,50,-0.663,-1.3251,-0.75918,-1.3251,4.144
11562,47.20329174,134.37440894,100.177,100.177,578100,50,-0.663,-1.3251,-0.75918,-1.3251,4.144
11563,47.20374023,134.37445676,99.515,99.607,578150,50,-0.663,-1.3251,-0.75918,-1.13953,4.144
11564,47.20418871,134.37450459,98.852,99.236,578200,50,-0.663,-1.3251,-0.75918,-0.7436,4.144
11565,47.20463736,134.37454884,98.653,99.098,578250,50,-0.199,-0.39728,-0.22762,-0.27486,3.834
11566,47.20508619,134.37458905,98.981,99.269,578300,50,0.327,0.65454,0.37502,0.34188,3.483
11567,47.20553517,134.37462498,99.49,99.748,578350,50,0.509,1.01864,0.58362,0.95862,3.111
11568,47.20598445,134.37465219,100.369,100.434,578400,50,0.879,1.7586,1.0075,1.37136,2.357
11569,47.20643373,134.37467941,101.249,100.991,578450,50,0.879,1.7586,1.0075,1.11378,2.357
11570,47.20687691,134.37457375,102.082,101.273,578500,50,0.833,1.66642,0.9547,0.56338,350.8
11571,47.20730998,134.37439562,101.765,101.255,578550,50,-0.317,-0.63337,-0.36289,-0.03597,344.388
11572,47.20772498,134.37414391,100.898,100.855,578600,50,-0.867,-1.73336,-0.99304,-0.79876,337.606
11573,47.20811483,134.373818,100.279,100.019,578650,50,-0.619,-1.23815,-0.70937,-1.67271,330.407
11574,47.20848007,134.37343294,99.252,99.246,578700,50,-1.028,-2.05532,-1.17744,-1.54604,324.39
11575,47.20883833,134.37303342,97.9,98.646,578750,50,-1.352,-2.70337,-1.54854,-1.19937,322.853
11576,47.20921315,134.37266775,97.9,97.694,578800,50,0.0,0.0,0.0,-1.90513,326.466
11577,47.20958796,134.37230208,97.9,96.34,578850,50,0.0,0.0,0.0,-2.70632,326.466
11578,47.20995616,134.37192223,95.517,94.652,578900,50,-2.383,-4.76697,-2.72921,-3.3779,324.977
11579,47.21032257,134.37153852,92.486,92.356,578950,50,-3.031,-6.06125,-3.4686,-4.59015,324.572
11580,47.21068897,134.37115481,89.455,89.455,579000,50,-3.031,-6.06125,-3.4686,-5.8024,324.572
11581,47.21105537,134.37077109,86.425,86.425,579050,50,-3.031,-6.06125,-3.4686,-6.06125,324.572
11582,47.21142177,134.37038736,83.394,83.726,579100,50,-3.031,-6.06125,-3.4686,-5.39763,324.571
11583,47.21178817,134.37000363,80.363,81.63,579150,50,-3.031,-6.06125,-3.4686,-4.19132,324.571
11584,47.21214867,134.36960819,78.992,80.138,579200,50,-1.372,-2.74311,-1.57129,-2.98501,323.31
11585,47.21250435,134.36920319,78.977,79.248,579250,50,-0.015,-0.02973,-0.01703,-1.77871,322.278
11586,47.21286002,134.36879818,78.962,78.962,579300,50,-0.015,-0.02973,-0.01703,-0.5724,322.278
11587,47.2132157,134.36839316,78.947,78.947,579350,50,-0.015,-0.02973,-0.01703,-0.02973,322.278
11588,47.21357137,134.36798813,78.932,78.932,579400,50,-0.015,-0.02973,-0.01703,-0.02973,322.277
11589,47.21392704,134.36758311,78.918,79.025,579450,50,-0.015,-0.02973,-0.01703,0.18546,322.277
11590,47.21428271,134.36717807,78.903,79.116,579500,50,-0.015,-0.02973,-0.01703,0.1822,322.277
11591,47.21464793,134.36679205,79.426,79.315,579550,50,0.523,1.04622,0.59942,0.39709,324.324
11592,47.21500577,134.36639143,79.403,79.718,579600,50,-0.023,-0.04606,-0.02639,0.80558,322.749
11593,47.21536717,134.36599776,79.925,80.325,579650,50,0.522,1.04476,0.59858,1.21407,323.502
11594,47.21573289,134.36561261,80.931,81.028,579700,50,1.006,2.01272,1.15305,1.40737,324.423
11595,47.21609861,134.36522745,81.938,81.821,579750,50,1.006,2.01272,1.15305,1.5847,324.422
11596,47.21646433,134.36484228,82.944,82.322,579800,50,1.006,2.01272,1.15305,1.00232,324.422
11597,47.21683966,134.36448086,83.364,82.459,579850,50,0.42,0.8406,0.48162,0.27472,326.813
11598,47.21726011,134.36425637,82.431,82.132,579900,50,-0.934,-1.86716,-1.06968,-0.65337,340.067
11599,47.21770089,134.36413758,81.618,81.202,579950,50,-0.813,-1.62526,-0.93112,-1.86038,349.627
11600,47.21814936,134.36408976,80.304,79.786,580000,50,-1.314,-2.62777,-1.50526,-2.83297,355.858
11601,47.21859867,134.36406371,78.293,77.7,580050,50,-2.011,-4.02232,-2.30338,-4.17236,357.745
11602,47.21904798,134.36403765,76.282,75.776,580100,50,-2.011,-4.02232,-2.30338,-3.84731,357.745
11603,47.21949729,134.36401133,72.0,74.262,580150,50,-4.282,-8.56413,-4.89494,-3.02722,357.721
11604,47.2199466,134.36398518,72.0,73.427,580200,50,0.0,0.0,0.0,-1.67114,357.737
11605,47.22039556,134.36394932,72.736,73.269,580250,50,0.736,1.47268,0.84372,-0.31505,356.894
11606,47.22084421,134.36390496,74.115,74.244,580300,50,1.379,2.75809,1.57987,1.94939,356.158
11607,47.22129286,134.3638606,75.494,75.509,580350,50,1.379,2.75809,1.57987,2.53112,356.158
11608,47.22174151,134.36381624,76.873,76.986,580400,50,1.379,2.75809,1.57987,2.95261,356.158
11609,47.22219026,134.36377464,78.328,78.544,580450,50,1.454,2.90862,1.66605,3.11701,356.398
11610,47.22263948,134.36374538,80.118,80.185,580500,50,1.79,3.58013,2.05039,3.28142,357.467
11611,47.2230887,134.36371611,81.908,81.722,580550,50,1.79,3.58013,2.05039,3.07404,357.467
11612,47.22353792,134.36368684,83.698,83.026,580600,50,1.79,3.58013,2.05039,2.60724,357.467
11613,47.22398741,134.36368269,84.559,84.389,580650,50,0.861,1.72121,0.98609,2.72698,359.64
11614,47.22443382,134.36373422,84.846,85.661,580700,50,0.287,0.57458,0.32921,2.54374,4.483
11615,47.22484021,134.36400684,86.935,86.993,580750,50,2.089,4.17886,2.39292,2.66477,24.493
11616,47.2251659,134.36446195,88.267,88.572,580800,50,1.332,2.66393,1.52596,3.15759,43.5
11617,47.22546667,134.36495416,90.36,90.512,580850,50,2.093,4.18529,2.3966,3.87973,48.02
11618,47.22576743,134.36544637,92.453,92.453,580900,50,2.093,4.18529,2.3966,3.88102,48.02
11619,47.22606819,134.36593859,94.545,94.159,580950,50,2.093,4.18529,2.3966,3.41296,48.02
11620,47.22636895,134.36643082,96.638,95.399,581000,50,2.093,4.18529,2.3966,2.479,48.021
11621,47.22665318,134.36694369,96.8,96.171,581050,50,0.162,0.32365,0.18544,1.54505,50.783
11622,47.22693395,134.36746089,96.557,96.477,581100,50,-0.242,-0.4845,-0.2776,0.61109,51.361
11623,47.22721472,134.3679781,96.315,96.388,581150,50,-0.242,-0.4845,-0.2776,-0.17662,51.362
11624,47.22749548,134.36849531,96.073,96.324,581200,50,-0.242,-0.4845,-0.2776,-0.12901,51.362
11625,47.22778164,134.36900603,96.196,96.4,581250,50,0.123,0.24677,0.14139,0.15259,50.475
11626,47.22807011,134.36951397,96.477,96.756,581300,50,0.281,0.5617,0.32183,0.71213,50.093
11627,47.22835691,134.37002392,96.939,97.392,581350,50,0.462,0.92347,0.52909,1.27167,50.369
11628,47.22863729,134.3705416,98.095,98.344,581400,50,1.157,2.31321,1.32514,1.90315,51.425
11629,47.22891767,134.37105928,99.252,99.626,581450,50,1.157,2.31321,1.32514,2.56552,51.426
11630,47.22920478,134.37156882,100.954,100.939,581500,50,1.702,3.40419,1.9497,2.62444,50.314
11631,47.2294948,134.37207486,102.891,102.019,581550,50,1.937,3.87351,2.21825,2.1618,49.837
11632,47.22977899,134.37258797,103.5,103.149,581600,50,0.609,1.2181,0.69788,2.25883,50.798
11633,47.2300605,134.37310433,103.5,104.399,581650,50,0.0,0.0,0.0,2.49927,51.24
11634,47.23034634,134.37361547,104.899,105.721,581700,50,1.399,2.79835,1.60292,2.64585,50.528
11635,47.23063496,134.37412324,107.202,107.383,581750,50,2.303,4.60641,2.63741,3.32351,50.068
11636,47.23092358,134.37463102,109.506,109.506,581800,50,2.303,4.60641,2.63741,4.24479,50.069
11637,47.2312122,134.37513881,111.809,111.786,581850,50,2.303,4.60641,2.63741,4.56171,50.069
11638,47.23150082,134.3756466,114.112,113.62,581900,50,2.303,4.60641,2.63741,3.66794,50.069
11639,47.23179051,134.37615298,116.303,115.108,581950,50,2.191,4.38291,2.50961,2.97556,49.885
11640,47.23210072,134.37663238,116.372,116.306,582000,50,0.069,0.13756,0.07882,2.39574,46.381
11641,47.23243249,134.37707772,116.944,117.157,582050,50,0.572,1.14453,0.65574,1.70158,42.348
11642,47.23278076,134.37749648,117.798,117.683,582100,50,0.854,1.7073,0.97812,1.05211,39.23
11643,47.23313809,134.37789847,118.366,118.248,582150,50,0.568,1.13559,0.65062,1.13111,37.376
11644,47.23349542,134.37830047,118.934,118.7,582200,50,0.568,1.13559,0.65062,0.90221,37.376
11645,47.23385634,134.37869538,119.2,119.043,582250,50,0.266,0.53255,0.30513,0.6877,36.61
11646,47.23422043,134.37908401,119.2,119.771,582300,50,0.0,0.0,0.0,1.45428,35.934
11647,47.23458386,134.37947395,119.517,120.881,582350,50,0.317,0.63475,0.36368,2.22086,36.074
11648,47.23494285,134.37987275,122.002,122.435,582400,50,2.484,4.96851,2.84441,3.10805,37.027
11649,47.23530183,134.38027155,124.486,124.486,582450,50,2.484,4.96851,2.84441,4.10176,37.027
11650,47.23566082,134.38067036,126.97,126.97,582500,50,2.484,4.96851,2.84441,4.96851,37.027
11651,47.2360198,134.38106917,129.454,129.05,582550,50,2.484,4.96851,2.84441,4.15935,37.028
11652,47.23637878,134.38146799,131.939,130.633,582600,50,2.484,4.96851,2.84441,3.16565,37.028
11653,47.23666409,134.38197417,132.4,131.901,582650,50,0.461,0.92272,0.52866,2.53632,50.302
11654,47.23689607,134.3825415,132.4,133.677,582700,50,0.0,0.0,0.0,3.55284,58.942
11655,47.23712974,134.3831073,133.311,135.962,582750,50,0.911,1.82188,1.04374,4.56936,58.69
11656,47.23737102,134.38366615,138.336,139.159,582800,50,5.026,10.0511,5.73958,6.39504,57.548
11657,47.2376123,134.38422502,143.362,143.094,582850,50,5.026,10.0511,5.73958,7.8686,57.549
11658,47.23785357,134.38478388,148.388,147.146,582900,50,5.026,10.0511,5.73958,8.10471,57.549
11659,47.23808996,134.38534716,152.071,150.494,582950,50,3.684,7.3678,4.21383,6.69498,58.28
11660,47.23831839,134.38591763,153.573,153.498,583000,50,1.501,3.00244,1.71976,6.00978,59.469
11661,47.23854682,134.38648809,155.074,155.956,583050,50,1.501,3.00244,1.71976,4.91464,59.469
11662,47.23878602,134.38704887,158.386,158.036,583100,50,3.313,6.62511,3.79037,4.16031,57.86
11663,47.23905495,134.38757862,160.674,160.097,583150,50,2.288,4.57541,2.61969,4.12211,53.214
11664,47.23933569,134.38809597,162.472,161.917,583200,50,1.798,3.59613,2.05955,3.64089,51.366
11665,47.23961933,134.3886098,163.878,163.135,583250,50,1.406,2.81147,1.61043,2.43513,50.887
11666,47.23991116,134.38911368,164.176,163.784,583300,50,0.298,0.59631,0.34166,1.2982,49.535
11667,47.24020298,134.38961757,164.474,163.838,583350,50,0.298,0.59631,0.34166,0.10851,49.535
11668,47.24049822,134.39011709,163.92,163.376,583400,50,-0.555,-1.10923,-0.63552,-0.92424,48.958
11669,47.24079595,134.39061342,162.744,162.57,583450,50,-1.176,-2.35229,-1.34752,-1.6117,48.537
11670,47.24109368,134.39110976,161.567,161.387,583500,50,-1.176,-2.35229,-1.34752,-2.36685,48.538
11671,47.24140262,134.39159066,160.147,160.175,583550,50,-1.42,-2.84099,-1.62733,-2.42314,46.582
11672,47.24172309,134.39205504,158.557,158.569,583600,50,-1.59,-3.17944,-1.82107,-3.21262,44.531
11673,47.24208954,134.3924205,157.862,156.537,583650,50,-0.695,-1.39068,-0.79675,-4.0633,34.101
11674,47.24251685,134.39262388,154.712,154.129,583700,50,-3.15,-6.29971,-3.6047,-4.81624,17.907
11675,47.24295821,134.39275056,151.409,151.379,583750,50,-3.303,-6.60568,-3.77928,-5.50149,11.026
11676,47.24339957,134.39287725,148.106,148.106,583800,50,-3.303,-6.60568,-3.77928,-6.54448,11.026
11677,47.24384093,134.39300393,144.803,144.907,583850,50,-3.303,-6.60568,-3.77928,-6.39925,11.027
11678,47.24428229,134.39313062,141.501,142.153,583900,50,-3.303,-6.60568,-3.77928,-5.5068,11.027
11679,47.2447272,134.39322396,138.714,139.762,583950,50,-2.787,-5.57356,-3.19011,-4.7834,8.106
11680,47.24517585,134.39324964,137.642,137.678,584000,50,-1.072,-2.14341,-1.22789,-4.16672,2.226
11681,47.24561994,134.39316812,136.148,135.93,584050,50,-1.494,-2.98866,-1.71187,-3.4964,352.896
11682,47.2460656,134.39308321,134.387,134.414,584100,50,-1.761,-3.52229,-2.01729,-3.03107,352.631
11683,47.2465094,134.39297733,132.76,133.086,584150,50,-1.627,-3.25409,-1.8638,-2.65686,350.8
11684,47.24695281,134.39286723,131.136,131.767,584200,50,-1.623,-3.24691,-1.85969,-2.63762,350.433
11685,47.24739793,134.39277346,131.0,130.439,584250,50,-0.136,-0.27234,-0.15604,-2.65631,351.861
11686,47.24784647,134.39273562,129.554,129.075,584300,50,-1.446,-2.89246,-1.65679,-2.72864,356.722
11687,47.24829583,134.39271139,127.746,127.674,584350,50,-1.808,-3.61575,-2.07077,-2.80241,357.904
11688,47.24874519,134.39268716,125.938,125.938,584400,50,-1.808,-3.61575,-2.07077,-3.47109,357.904
11689,47.24919455,134.39266293,124.13,124.354,584450,50,-1.808,-3.61575,-2.07077,-3.16884,357.904
11690,47.24964391,134.3926387,122.322,123.125,584500,50,-1.808,-3.61575,-2.07077,-2.45783,357.904
11691,47.2500897,134.39268072,121.632,122.823,584550,50,-0.691,-1.38122,-0.79133,-0.6032,3.661
11692,47.25049893,134.39294444,121.601,123.452,584600,50,-0.03,-0.06069,-0.03477,1.25785,23.626
11693,47.25086969,134.3933192,124.43,125.011,584650,50,2.829,5.65742,3.23801,3.1189,34.454
11694,47.2512403,134.39369435,127.275,127.278,584700,50,2.845,5.68949,3.25633,4.53304,34.493
11695,47.25161091,134.3940695,130.12,130.12,584750,50,2.845,5.68949,3.25633,5.68308,34.493
11696,47.25198151,134.39444465,132.964,132.307,584800,50,2.845,5.68949,3.25633,4.37536,34.493
11697,47.25235212,134.39481981,135.809,133.791,584850,50,2.845,5.68949,3.25633,2.96664,34.494
11698,47.25271806,134.39520478,135.368,134.569,584900,50,-0.441,-0.88119,-0.50487,1.55793,35.529
11699,47.25308366,134.39559046,134.691,134.644,584950,50,-0.677,-1.35407,-0.77578,0.14922,35.604
11700,47.25344925,134.39597615,134.014,133.912,585000,50,-0.677,-1.35407,-0.77578,-1.4632,35.604
11701,47.25381485,134.39636184,133.337,133.418,585050,50,-0.677,-1.35407,-0.77578,-0.98924,35.605
